"","Species_A","Species_B","Sum_Value","para_Value","symb_Value"
"85","Macrosiphum euphorbiae","Macrosiphum funestum",0.340215053763441,0.146666666666667,0.193548387096774
"86","Macrosiphum euphorbiae","Macrosiphum gei",0.750869565217391,0.49,0.260869565217391
"87","Macrosiphum euphorbiae","Macrosiphum hellebori",1.06823529411765,0.588235294117647,0.48
"88","Macrosiphum euphorbiae","Macrosiphum rosae",0.26876800542281,0.0782918149466192,0.19047619047619
"89","Macrosiphum euphorbiae","Periphyllus lyropictus",0,0,0
"90","Macrosiphum euphorbiae","Periphyllus testudinaceus",0,0,0
"91","Macrosiphum euphorbiae","Utamphorophora humboldti",0.205513784461153,0.0150375939849624,0.19047619047619
"92","Macrosiphum euphorbiae","Wahlgreniella nervata",0,0,0
"93","Macrosiphum funestum","Macrosiphum gei",0.556818181818182,0.181818181818182,0.375
"94","Macrosiphum funestum","Macrosiphum hellebori",0.466666666666667,0.133333333333333,0.333333333333333
"95","Macrosiphum funestum","Macrosiphum rosae",0.404057480980558,0.118343195266272,0.285714285714286
"96","Macrosiphum funestum","Periphyllus lyropictus",0,0,0
"97","Macrosiphum funestum","Periphyllus testudinaceus",0,0,0
"98","Macrosiphum funestum","Utamphorophora humboldti",0.285714285714286,0,0.285714285714286
"99","Macrosiphum funestum","Wahlgreniella nervata",0,0,0
"100","Macrosiphum gei","Macrosiphum hellebori",1.16,0.56,0.6
"101","Macrosiphum gei","Macrosiphum rosae",0.776255707762557,0.10958904109589,0.666666666666667
"102","Macrosiphum gei","Periphyllus lyropictus",0,0,0
"103","Macrosiphum gei","Periphyllus testudinaceus",0,0,0
"104","Macrosiphum gei","Utamphorophora humboldti",0.694835680751174,0.028169014084507,0.666666666666667
"105","Macrosiphum gei","Wahlgreniella nervata",0,0,0
"106","Macrosiphum hellebori","Macrosiphum rosae",0.529126213592233,0.029126213592233,0.5
"107","Macrosiphum hellebori","Periphyllus lyropictus",0,0,0
"108","Macrosiphum hellebori","Periphyllus testudinaceus",0,0,0
"109","Macrosiphum hellebori","Utamphorophora humboldti",0.53448275862069,0.0344827586206896,0.5
"110","Macrosiphum hellebori","Wahlgreniella nervata",0,0,0
"111","Macrosiphum rosae","Periphyllus lyropictus",0,0,0
"112","Macrosiphum rosae","Periphyllus testudinaceus",0,0,0
"113","Macrosiphum rosae","Utamphorophora humboldti",1.01315789473684,0.0131578947368421,1
"114","Macrosiphum rosae","Wahlgreniella nervata",0,0,0
"115","Periphyllus lyropictus","Periphyllus testudinaceus",0.0416666666666666,0.0416666666666666,0
"116","Periphyllus lyropictus","Utamphorophora humboldti",0,0,0
"117","Periphyllus lyropictus","Wahlgreniella nervata",0,0,0
"118","Periphyllus testudinaceus","Utamphorophora humboldti",0,0,0
"119","Periphyllus testudinaceus","Wahlgreniella nervata",0,0,0
"120","Utamphorophora humboldti","Wahlgreniella nervata",0,0,0
